"location","status","Coral_mean","Halimeda_mean","Mollusc_mean","Foraminifera_mean","Crustacea_mean","Echinoderms_mean","Soft coral_mean","CCA_mean","Other_mean","framework_mean","Coral_sd","Halimeda_sd","Mollusc_sd","Foraminifera_sd","Crustacea_sd","Echinoderms_sd","Soft coral_sd","CCA_sd","Other_sd","framework_sd"
"Lagoon","low",66.6267039433333,4.18513998766667,13.5661948276667,10.299716593,0.0662102346666667,0.00167789866666667,1.380229077,2.78357749766667,1.09054994066667,69.41028144,20.6361593046651,4.76776618083367,12.669323474459,12.4125276669623,0.0862640509730953,0.00290620574061874,0.954386577115961,0.27012976566412,0.126447701792838,20.5619073638545
"Lagoon","high",66.6431896833333,11.0101201853333,9.02973894933333,4.82410622666667,0.061446869,0.166693498,2.24159421533333,4.392911031,1.63019934133333,71.03610071,16.3813835698113,16.1472171409277,0.970879380687619,2.27956961754043,0.0840463976123508,0.288721607827381,2.00949174600101,2.20922762622805,0.974704536226768,18.5838978129507
"Outer reef","low",70.8135381966667,4.57621292333333,9.56926184866667,2.73422859566667,0.230135205333333,0.102349599666667,4.004785933,5.84312785566667,2.126359841,76.65666605,4.24083769826278,4.9992774422516,1.73766502480791,1.70469364059269,0.345356332572849,0.177274706757001,3.10576675119435,2.58871575613855,0.953693392806756,4.61329341555653
"Outer reef","high",72.6251383166667,8.68005235333333,7.59941580766667,5.669801801,0,0,1.70176806,2.651781019,1.07204263833333,75.2769193333333,6.20638772571004,7.92760127856383,3.33897978522258,3.1452110507555,0,0,0.829931941001601,0.902044387534156,0.543300314515763,6.98778668458598
